run_id,presentation_seed,position,activity_id,activity
run_032,2058,58,a_MN46,Students examine recommendations to carry reusable alternatives instead of using disposable plastics and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,59,a_CR14,Students examine recommendations to create resident workshop spaces using scrap steel donations and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,60,a_ZJ09,Students examine recommendations to commit to purchasing refurbished rather than new smartphones and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,61,a_LV09,Students examine recommendations to increase support for insulation audits on local public properties and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,62,a_UZ83,Students examine recommendations to hold smartphone donation drives for material recovery events and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,63,a_SJ45,Students examine recommendations to use licensed technicians when disposing household refrigerants and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,64,a_AH79,Students examine recommendations to set up central collection points for plastic recycling pickup and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,65,a_UG45,Students examine recommendations to invest in shared clothes dryers for neighbourhood hubs and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,66,a_LY95,Students examine recommendations to create live tracking for steel waste from all new constructions and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,67,a_FK75,Students examine recommendations to target community activation with pop-up clothing donation bins and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,68,a_MM25,Students examine recommendations to champion locally recycled timber for new infrastructure projects and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,69,a_II46,Students examine recommendations to regulate leak detection systems for commercial refrigerants and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,70,a_RQ13,Students examine recommendations to ensure clothing repair services have funding to remain available and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,71,a_WK32,Students examine recommendations to set lower heating settings at home by layering warm clothing and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,72,a_YY54,Students examine recommendations to care for clothes using labels that detail proper care practices and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,73,a_FR04,Students examine recommendations to provide government sponsorship for long-lifespan smartphones and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,74,a_ZG86,Students examine recommendations to connect local businesses to sustain refrigerant safety projects and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,75,a_QA10,Students examine recommendations to actively source reclaimed steel for optimising home renovations and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,76,a_UG31,Students examine recommendations to try purchasing high-quality steel cookware that is durable and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,77,a_WK66,Students examine recommendations to request restaurants offer options for taking home leftover food and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,78,a_TT87,Students examine recommendations to publicly funded citizen employment for planting urban trees and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,79,a_NN50,Students examine recommendations to mindfully aim for longer smartphone use before upgrading and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,80,a_QZ46,Students examine recommendations to establish local repair cafes for fixing broken smartphones and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,81,a_ZK08,Students examine recommendations to seek refrigerant details when replacing home cooling devices and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,82,a_HS91,Students examine recommendations to price match plant-based proteins as a universal standard and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,83,a_QL28,Students examine recommendations to consider native urban tree suggestions for planting nearby and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,84,a_HP82,Students examine recommendations to make plant-based products in coop markets more accessible and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,85,a_FG80,Students examine recommendations to publish public solar generation data from energy suppliers and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,86,a_NY62,Students examine recommendations to adopt a plant-based diet that prioritises unrefined produce and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,87,a_RO52,Students examine recommendations to take responsibility for a nearby urban tree by adopting it and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,88,a_RA04,Students examine recommendations to standardise use of lower grade wood for non-structural products and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,89,a_YG59,Students examine recommendations to display reminders for turning off heating in communal areas and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_032,2058,90,a_YH68,Students examine recommendations to seek property rights protecting sunlight access for solar panels and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,1,a_YT58,Students examine recommendations to find a collection of healthy plant-based recipes for easy meals and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,2,a_UM47,Students examine recommendations to coordinate subsidised home solar panel installation schemes and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,3,a_ES88,Students examine recommendations to manage appliance schedules with community energy networks and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,4,a_DC62,Students examine recommendations to plan weekly work from home days for less travel requirements and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,5,a_JA44,Students examine recommendations to access affordable funding for complete home solar systems and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,6,a_RO52,Students examine recommendations to take responsibility for a nearby urban tree by adopting it and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,7,a_WK66,Students examine recommendations to request restaurants offer options for taking home leftover food and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,8,a_CR14,Students examine recommendations to create resident workshop spaces using scrap steel donations and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,9,a_HP82,Students examine recommendations to make plant-based products in coop markets more accessible and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,10,a_YH68,Students examine recommendations to seek property rights protecting sunlight access for solar panels and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,11,a_ZT78,Students examine recommendations to design label standards for displaying refrigerant compositions and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,12,a_ZF69,Students examine recommendations to mandate complete consumption tips on perishable food labels and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,13,a_TT87,Students examine recommendations to publicly funded citizen employment for planting urban trees and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,14,a_VG05,Students examine recommendations to broadcast two-way delivery services for clothes mending groups and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,15,a_KM58,Students examine recommendations to increase minimum standards of insulation in leased properties and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,16,a_ME52,Students examine recommendations to hold clothing wholesalers responsible for disposal management and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,17,a_IC79,Students examine recommendations to add estimated running cost labels to appliance energy ratings and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,18,a_HN41,Students examine recommendations to offer options of free installation for bulk household insulation and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,19,a_YY54,Students examine recommendations to care for clothes using labels that detail proper care practices and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,20,a_NV27,Students examine recommendations to plan local food shed sales for redirecting imperfect produce and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,21,a_LV09,Students examine recommendations to increase support for insulation audits on local public properties and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,22,a_IG83,Students examine recommendations to help plan 15-minute cities for reducing travel requirements and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,23,a_II96,Students examine recommendations to target rules that ban clothes drying in publicly visible areas and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,24,a_BM70,Students examine recommendations to offer neighbours scrap steel collection runs for recycling and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,25,a_RV43,Students examine recommendations to use smart systems for switching off home appliances not in use and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,26,a_LM10,Students examine recommendations to phase out sales of all clothes dryer machines for private use and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,27,a_XT63,Students examine recommendations to mandate real estate disclosure of heating system efficiencies and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,28,a_AH79,Students examine recommendations to set up central collection points for plastic recycling pickup and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,29,a_NY62,Students examine recommendations to adopt a plant-based diet that prioritises unrefined produce and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,30,a_RA04,Students examine recommendations to standardise use of lower grade wood for non-structural products and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,31,a_OI93,Students examine recommendations to only purchase second-hand clothing with high-quality fabric and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,32,a_JJ52,Students examine recommendations to source low emission steel for public infrastructure projects and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,33,a_SJ45,Students examine recommendations to use licensed technicians when disposing household refrigerants and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,34,a_KG40,Students examine recommendations to develop national strategies for shared electric vehicle travel and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,35,a_JL19,Students examine recommendations to plan out food needed for meals before going grocery shopping and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,36,a_HL93,Students examine recommendations to get a second household bin intended for sorting plastic waste and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,37,a_EF74,Students examine recommendations to track heating costs using affordable home energy monitors and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,38,a_ZK08,Students examine recommendations to seek refrigerant details when replacing home cooling devices and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,39,a_DN06,Students examine recommendations to have a clothesline for air drying clothes on warmer days and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,40,a_OS29,Students examine recommendations to borrow an energy auditing kit to measure household appliances and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,41,a_YH14,Students examine recommendations to run plastic bottle collections for making local site furnishings and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,42,a_MN46,Students examine recommendations to carry reusable alternatives instead of using disposable plastics and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,43,a_II46,Students examine recommendations to regulate leak detection systems for commercial refrigerants and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,44,a_FK75,Students examine recommendations to target community activation with pop-up clothing donation bins and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,45,a_ZM35,Students examine recommendations to offer fast government agency approvals for urban tree planting and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,46,a_NA13,Students examine recommendations to consider choosing energy suppliers with a higher solar mix and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,47,a_QL28,Students examine recommendations to consider native urban tree suggestions for planting nearby and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,48,a_HS91,Students examine recommendations to price match plant-based proteins as a universal standard and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,49,a_NN50,Students examine recommendations to mindfully aim for longer smartphone use before upgrading and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,50,a_NG26,Students examine recommendations to serve only plant-based foods at all public catered events and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,51,a_PB62,Students examine recommendations to travel using alternative transport for pursuing car-free lifestyles and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,52,a_MK83,Students examine recommendations to offer accessible action days checking for refrigeration leaks and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,53,a_GJ01,Students examine recommendations to look for sustainable wood logos when purchasing new products and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,54,a_PX53,Students examine recommendations to check for gaps around the home causing inefficient insulation and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,55,a_VL30,Students examine recommendations to store leftover foods in airtight containers for next day lunches and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,56,a_JP43,Students examine recommendations to deploy non-hierarchical appearance grading for wood products and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,57,a_WK32,Students examine recommendations to set lower heating settings at home by layering warm clothing and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,58,a_JX56,Students examine recommendations to regulate packaging efficiencies that reduce new plastic waste and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,59,a_HS96,Students examine recommendations to determine higher-quality wood products for durable purchases and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,60,a_UL96,Students examine recommendations to replace household clothes dryers with suitable clotheslines and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,61,a_IG69,Students examine recommendations to deploy products labels showing recycled plastic content ratios and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,62,a_FG80,Students examine recommendations to publish public solar generation data from energy suppliers and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,63,a_NV89,Students examine recommendations to plan bulk-buy schemes for energy-efficient home appliances and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,64,a_FJ79,Students examine recommendations to establish reputable guardian networks for planting urban trees and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,65,a_UM19,Students examine recommendations to establish community solar schemes with local resident shares and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,66,a_UZ83,Students examine recommendations to hold smartphone donation drives for material recovery events and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,67,a_TK86,Students examine recommendations to give support to crowdfunded insulation for local applicants and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,68,a_MM25,Students examine recommendations to champion locally recycled timber for new infrastructure projects and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,69,a_FR04,Students examine recommendations to provide government sponsorship for long-lifespan smartphones and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,70,a_IG12,Students examine recommendations to engage local residents in building adaptable district heating and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,71,a_LY95,Students examine recommendations to create live tracking for steel waste from all new constructions and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,72,a_KQ12,Students examine recommendations to cater alert registries for local businesses to claim leftover wood and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,73,a_GJ82,Students examine recommendations to make energy-efficient home appliances the lowest cost option and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,74,a_SY10,Students examine recommendations to source available area maps for urban tree planting suggestions and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,75,a_ZJ09,Students examine recommendations to commit to purchasing refurbished rather than new smartphones and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,76,a_UG31,Students examine recommendations to try purchasing high-quality steel cookware that is durable and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,77,a_YG59,Students examine recommendations to display reminders for turning off heating in communal areas and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,78,a_ZG86,Students examine recommendations to connect local businesses to sustain refrigerant safety projects and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,79,a_SL14,Students examine recommendations to dedicate minimum car-free zones in cities for active travel and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,80,a_HC33,Students examine recommendations to install heavy indoor blinds on windows for added insulation and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,81,a_VZ44,Students examine recommendations to prioritise healthy plant-based diets in national dietary guidelines and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,82,a_YB47,Students examine recommendations to offer incentives for making more heat pump clothes dryers and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,83,a_BV98,Students examine recommendations to coordinate practical carpool travel for daily commutes and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,84,a_NS70,Students examine recommendations to engage with community apps listing nearby food for rescue and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,85,a_UG45,Students examine recommendations to invest in shared clothes dryers for neighbourhood hubs and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,86,a_QZ46,Students examine recommendations to establish local repair cafes for fixing broken smartphones and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,87,a_RQ13,Students examine recommendations to ensure clothing repair services have funding to remain available and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,88,a_QA10,Students examine recommendations to actively source reclaimed steel for optimising home renovations and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,89,a_AH38,Students examine recommendations to electrify heating by restricting sales of inefficient space heaters and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_033,2059,90,a_YT28,Students examine recommendations to implement minimum free repair periods for all smartphones and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,1,a_YG59,Students examine recommendations to display reminders for turning off heating in communal areas and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,2,a_AH38,Students examine recommendations to electrify heating by restricting sales of inefficient space heaters and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,3,a_KQ12,Students examine recommendations to cater alert registries for local businesses to claim leftover wood and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,4,a_JA44,Students examine recommendations to access affordable funding for complete home solar systems and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,5,a_GJ82,Students examine recommendations to make energy-efficient home appliances the lowest cost option and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,6,a_PB62,Students examine recommendations to travel using alternative transport for pursuing car-free lifestyles and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,7,a_MN46,Students examine recommendations to carry reusable alternatives instead of using disposable plastics and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,8,a_ZM35,Students examine recommendations to offer fast government agency approvals for urban tree planting and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,9,a_ME52,Students examine recommendations to hold clothing wholesalers responsible for disposal management and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,10,a_YY54,Students examine recommendations to care for clothes using labels that detail proper care practices and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,11,a_RA04,Students examine recommendations to standardise use of lower grade wood for non-structural products and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,12,a_QA10,Students examine recommendations to actively source reclaimed steel for optimising home renovations and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,13,a_JL19,Students examine recommendations to plan out food needed for meals before going grocery shopping and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,14,a_CR14,Students examine recommendations to create resident workshop spaces using scrap steel donations and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,15,a_HS91,Students examine recommendations to price match plant-based proteins as a universal standard and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,16,a_LM10,Students examine recommendations to phase out sales of all clothes dryer machines for private use and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,17,a_ZF69,Students examine recommendations to mandate complete consumption tips on perishable food labels and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,18,a_NY62,Students examine recommendations to adopt a plant-based diet that prioritises unrefined produce and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,19,a_YH14,Students examine recommendations to run plastic bottle collections for making local site furnishings and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,20,a_ZJ09,Students examine recommendations to commit to purchasing refurbished rather than new smartphones and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,21,a_LY95,Students examine recommendations to create live tracking for steel waste from all new constructions and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,22,a_GJ01,Students examine recommendations to look for sustainable wood logos when purchasing new products and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,23,a_RV43,Students examine recommendations to use smart systems for switching off home appliances not in use and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,24,a_RQ13,Students examine recommendations to ensure clothing repair services have funding to remain available and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,25,a_SL14,Students examine recommendations to dedicate minimum car-free zones in cities for active travel and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,26,a_KG40,Students examine recommendations to develop national strategies for shared electric vehicle travel and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,27,a_LV09,Students examine recommendations to increase support for insulation audits on local public properties and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,28,a_YT58,Students examine recommendations to find a collection of healthy plant-based recipes for easy meals and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,29,a_OS29,Students examine recommendations to borrow an energy auditing kit to measure household appliances and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,30,a_FJ79,Students examine recommendations to establish reputable guardian networks for planting urban trees and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,31,a_YB47,Students examine recommendations to offer incentives for making more heat pump clothes dryers and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,32,a_UG45,Students examine recommendations to invest in shared clothes dryers for neighbourhood hubs and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,33,a_DC62,Students examine recommendations to plan weekly work from home days for less travel requirements and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,34,a_UZ83,Students examine recommendations to hold smartphone donation drives for material recovery events and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,35,a_AH79,Students examine recommendations to set up central collection points for plastic recycling pickup and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,36,a_II46,Students examine recommendations to regulate leak detection systems for commercial refrigerants and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,37,a_MK83,Students examine recommendations to offer accessible action days checking for refrigeration leaks and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,38,a_IG83,Students examine recommendations to help plan 15-minute cities for reducing travel requirements and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,39,a_IC79,Students examine recommendations to add estimated running cost labels to appliance energy ratings and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,40,a_HP82,Students examine recommendations to make plant-based products in coop markets more accessible and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,41,a_UG31,Students examine recommendations to try purchasing high-quality steel cookware that is durable and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,42,a_WK32,Students examine recommendations to set lower heating settings at home by layering warm clothing and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,43,a_ES88,Students examine recommendations to manage appliance schedules with community energy networks and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,44,a_UL96,Students examine recommendations to replace household clothes dryers with suitable clotheslines and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,45,a_VZ44,Students examine recommendations to prioritise healthy plant-based diets in national dietary guidelines and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,46,a_HS96,Students examine recommendations to determine higher-quality wood products for durable purchases and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,47,a_VL30,Students examine recommendations to store leftover foods in airtight containers for next day lunches and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,48,a_XT63,Students examine recommendations to mandate real estate disclosure of heating system efficiencies and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,49,a_NA13,Students examine recommendations to consider choosing energy suppliers with a higher solar mix and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,50,a_HL93,Students examine recommendations to get a second household bin intended for sorting plastic waste and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,51,a_NV27,Students examine recommendations to plan local food shed sales for redirecting imperfect produce and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,52,a_TK86,Students examine recommendations to give support to crowdfunded insulation for local applicants and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,53,a_VG05,Students examine recommendations to broadcast two-way delivery services for clothes mending groups and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,54,a_FK75,Students examine recommendations to target community activation with pop-up clothing donation bins and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,55,a_PX53,Students examine recommendations to check for gaps around the home causing inefficient insulation and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,56,a_YT28,Students examine recommendations to implement minimum free repair periods for all smartphones and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,57,a_FG80,Students examine recommendations to publish public solar generation data from energy suppliers and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,58,a_JJ52,Students examine recommendations to source low emission steel for public infrastructure projects and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,59,a_YH68,Students examine recommendations to seek property rights protecting sunlight access for solar panels and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,60,a_IG12,Students examine recommendations to engage local residents in building adaptable district heating and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,61,a_DN06,Students examine recommendations to have a clothesline for air drying clothes on warmer days and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,62,a_NS70,Students examine recommendations to engage with community apps listing nearby food for rescue and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,63,a_BM70,Students examine recommendations to offer neighbours scrap steel collection runs for recycling and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,64,a_HC33,Students examine recommendations to install heavy indoor blinds on windows for added insulation and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,65,a_RO52,Students examine recommendations to take responsibility for a nearby urban tree by adopting it and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,66,a_OI93,Students examine recommendations to only purchase second-hand clothing with high-quality fabric and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,67,a_UM19,Students examine recommendations to establish community solar schemes with local resident shares and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,68,a_NG26,Students examine recommendations to serve only plant-based foods at all public catered events and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,69,a_ZT78,Students examine recommendations to design label standards for displaying refrigerant compositions and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,70,a_KM58,Students examine recommendations to increase minimum standards of insulation in leased properties and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,71,a_JP43,Students examine recommendations to deploy non-hierarchical appearance grading for wood products and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,72,a_NV89,Students examine recommendations to plan bulk-buy schemes for energy-efficient home appliances and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,73,a_ZG86,Students examine recommendations to connect local businesses to sustain refrigerant safety projects and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,74,a_JX56,Students examine recommendations to regulate packaging efficiencies that reduce new plastic waste and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,75,a_NN50,Students examine recommendations to mindfully aim for longer smartphone use before upgrading and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,76,a_WK66,Students examine recommendations to request restaurants offer options for taking home leftover food and determine how the strategy could limit anthropogenic impact on Earth's systems.
run_034,2060,77,a_IG69,Students examine recommendations to deploy products labels showing recycled plastic content ratios and determine how the strategy could limit anthropogenic impact on Earth's systems.
